n,r,m
"(:staffs_baseline_projections {id: e6285})""""","[:after_incident]""""","(:Russian_invasion_of_Ukraine {id: e5956})"""""
"(:staffs_baseline_projections {id: e6285})""""","[:conditioned_on]""""","(:average_expectations {id: e6286})"""""
"(:average_expectations {id: e6286})""""","[:for]""""","(:future_evolution_of_wholesale_energy_prices {id: e6288})"""""
"(:average_expectations {id: e6286})""""","[:expected_by]""""","(:markets {id: e6287})"""""
"(:markets {id: e6287})""""","[:adjust_policy_outlook_after]""""","(:Russias_invasion {id: e10708})"""""
"(:markets {id: e6287})""""","[:priced_in_change_in]""""","(:euro_area_inflation {id: e7516})"""""
"(:supplies_from_Russia {id: e6289})""""","[:if_reduced]""""","(:significant_upside_risks {id: e6290})"""""
"(:supplies_from_Russia {id: e6289})""""","[:identified_with]""""","(:significant_upside_risks {id: e6290})"""""
"(:risks_and_uncertainties {id: e6291})""""","[:captured_by]""""","(:risk_specific_analyses {id: e6292})"""""
"(:risks_and_uncertainties {id: e6291})""""","[:captured_by]""""","(:alternative_scenarios {id: e6293})"""""
"(:risks_and_uncertainties {id: e6291})""""","[:captured_by]""""","(:sensitivity_analyses {id: e6294})"""""
"(:alternative_scenarios {id: e6293})""""","[:related_to]""""","(:war {id: e10185})"""""
"(:Additional_analysis {id: e6295})""""","[:serves_as_input_to]""""","(:ECBs_monetary_policy_decisions {id: e6296})"""""
"(:baseline_projections {id: e6297})""""","[:affected_by]""""","(:global_economy_future {id: e10233})"""""
"(:baseline_projections {id: e6297})""""","[:subject_to]""""","(:major_risks {id: e10235})"""""
"(:baseline_projections {id: e6297})""""","[:made_in]""""","(:June_2022 {id: e13152})"""""
"(:baseline_projections {id: e6297})""""","[:serves_as_input_to]""""","(:ECBs_monetary_policy_decisions {id: e6296})"""""
"(:other_analyses_by_staff {id: e6298})""""","[:serves_as_input_to]""""","(:ECBs_monetary_policy_decisions {id: e6296})"""""
"(:bond_market_financing_conditions {id: e6299})""""","[:associated_with]""""","(:bank_lending_conditions {id: e1549})"""""
"(:bond_market_financing_conditions {id: e6299})""""","[:investigates]""""","(:firms {id: e232})"""""
"(:bond_market_financing_conditions {id: e6299})""""","[:implications_for]""""","(:bank_lending_conditions {id: e1549})"""""
"(:bond_issuance {id: e6300})""""","[:linked_with]""""","(:firms_characteristics {id: e20811})"""""
"(:bond_issuance {id: e6300})""""","[:responds_to]""""","(:adverse_supply_shocks {id: e2778})"""""
"(:bond_issuance {id: e6300})""""","[:negative_effect_on]""""","(:lending_to_other_firms {id: e6308})"""""
"(:bond_issuance {id: e6300})""""","[:substitute_with]""""","(:bank_loans {id: e2103})"""""
"(:bond_issuance {id: e6300})""""","[:substitute]""""","(:bank_loans {id: e2103})"""""
"(:bond_issuance {id: e6300})""""","[:cushions]""""","(:credit_contraction {id: e20781})"""""
"(:bond_issuance {id: e6300})""""","[:replacement_indicator]""""","(:total_debt {id: e11889})"""""
"(:bond_issuance {id: e6300})""""","[:replacement_indicator]""""","(:loan_financing {id: e20889})"""""
"(:bond_issuance {id: e6300})""""","[:complementation_indicator]""""","(:firm_size {id: e1142})"""""
"(:bond_issuance {id: e6300})""""","[:complementation_indicator]""""","(:leverage {id: e11664})"""""
"(:bond_issuance {id: e6300})""""","[:complementation_indicator]""""","(:total_debt {id: e11889})"""""
"(:bond_issuance {id: e6300})""""","[:complementation_indicator]""""","(:loan_financing {id: e20889})"""""
"(:bond_issuance {id: e6300})""""","[:likely_if]""""","(:cost_of_loans {id: e20878})"""""
"(:bond_issuance {id: e6300})""""","[:replaced]""""","(:bank_financing {id: e17604})"""""
"(:bond_issuance {id: e6300})""""","[:unaltered_by]""""","(:firm_size {id: e1142})"""""
"(:bond_issuance {id: e6300})""""","[:unaltered_by]""""","(:leverage {id: e11664})"""""
"(:financing_costs {id: e6302})""""","[:affects]""""","(:GDP_growth {id: e2041})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:from]""""","(:March_and_April_2021 {id: e18837})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:started_in]""""","(:_2009 {id: e2919})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:indicates_about]""""","(:firms_investment_decisions {id: e18838})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:documents]""""","(:business_activity {id: e17927})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:conducted_between]""""","(:_2_March {id: e17929})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:reflects_time_frame]""""","(:March_and_April_2021 {id: e18837})"""""
"(:Survey_on_the_Access_to_Finance_of_Enterprises_SAFE {id: e6304})""""","[:indicate_about]""""","(:firms_fixed_investment_decisions {id: e19542})"""""
"(:bond_issuers {id: e6306})""""","[:comparison_with]""""","(:banking_products {id: e6307})"""""
"(:bond_issuers {id: e6306})""""","[:identical_with]""""","(:larger_firms {id: e5524})"""""
"(:corporate_bond_market {id: e6309})""""","[:no_access]""""","(:lending_to_other_firms {id: e6308})"""""
"(:corporate_bond_market {id: e6309})""""","[:significant_determinant_of]""""","(:credit_conditions {id: e20767})"""""
"(:main_characteristics_of_euro_area_bond_issuers {id: e6310})""""","[:reviews]""""","(:firms {id: e232})"""""
"(:leasing_Versus_factoring {id: e6316})""""","[:combined_with]""""","(:short_term_loans {id: e12878})"""""
"(:leasing_Versus_factoring {id: e6316})""""","[:important_for]""""","(:SMEs {id: e2135})"""""
"(:trade_credit {id: e6318})""""","[:deterioration_is_slightly_more_acute_compared_to]""""","(:the_previous_crisis {id: e17997})"""""
"(:trade_credit {id: e6318})""""","[:deteriorate]""""","(:next_six_months {id: e21559})"""""
"(:debt_securities {id: e6319})""""","[:issued_by]""""","(:corporations_based_in_emerging_markets {id: e21857})"""""
"(:debt_securities {id: e6319})""""","[:contributed_to]""""","(:larger_external_financing_flows {id: e11101})"""""
"(:debt_securities {id: e6319})""""","[:issued_in]""""","(:China {id: e207})"""""
"(:debt_securities {id: e6319})""""","[:issued_in]""""","(:Russia {id: e5361})"""""
"(:debt_securities {id: e6319})""""","[:issued_in]""""","(:Mexico {id: e15717})"""""
"(:debt_securities {id: e6319})""""","[:disinvestments_made_by]""""","(:euro_area_investors {id: e21856})"""""
"(:probability_of_using_corporate_bonds {id: e6321})""""","[:increases_with]""""","(:more_than_four_different_financial_instruments {id: e6322})"""""
"(:likelihood_of_issuing_corporate_bonds {id: e6323})""""","[:when_using]""""","(:five_different_sources_of_finance {id: e6324})"""""
"(:likelihood_of_issuing_corporate_bonds {id: e6323})""""","[:when_using]""""","(:six_different_sources_of_finance {id: e6326})"""""
"(:likelihood_of_issuing_corporate_bonds {id: e6323})""""","[:increases_by]""""","(:fourteen_percentage_points {id: e6327})"""""
"(:likelihood_of_issuing_corporate_bonds {id: e6323})""""","[:increases_with]""""","(:degree_of_diversification {id: e6328})"""""
"(:likelihood_of_issuing_corporate_bonds {id: e6323})""""","[:jumps_by]""""","(:eight_percentage_points {id: e6325})"""""
"(:order_of_importance {id: e6329})""""","[:refers_to]""""","(:financial_instruments {id: e6330})"""""
"(:comprehensive_package_of_monetary_policy_measures {id: e6332})""""","[:support]""""","(:liquidity_and_funding_conditions {id: e6334})"""""
"(:comprehensive_package_of_monetary_policy_measures {id: e6332})""""","[:decided_on]""""","(:_12_March {id: e6333})"""""
"(:liquidity_and_funding_conditions {id: e6334})""""","[:for]""""","(:households {id: e740})"""""
"(:liquidity_and_funding_conditions {id: e6334})""""","[:for]""""","(:banks {id: e1554})"""""
"(:liquidity_and_funding_conditions {id: e6334})""""","[:for]""""","(:businesses {id: e2583})"""""
"(:liquidity_and_funding_conditions {id: e6334})""""","[:help_to_preserve]""""","(:credit_to_the_real_economy {id: e6338})"""""
"(:liquidity_and_funding_conditions {id: e6334})""""","[:sustains]""""","(:economy {id: e1608})"""""
"(:liquidity_and_funding_conditions {id: e6334})""""","[:sustains]""""","(:credit {id: e5169})"""""
"(:last_Governing_Council_meeting {id: e6341})""""","[:in]""""","(:late_January {id: e6342})"""""
"(:spread_of_the_coronavirus {id: e6343})""""","[:impact_on]""""","(:economic_activity {id: e1381})"""""
"(:spread_of_the_coronavirus {id: e6343})""""","[:represents]""""","(:downside_risk {id: e6370})"""""
"(:spread_of_the_coronavirus {id: e6343})""""","[:placed_strain_on]""""","(:euro_area_financial_markets {id: e10432})"""""
"(:disrupted_supply_chains {id: e6346})""""","[:result_of]""""","(:spread_of_the_coronavirus {id: e6343})"""""
"(:domestic_and_foreign_demand {id: e6347})""""","[:reduce_by]""""","(:spread_of_the_coronavirus {id: e6343})"""""
"(:domestic_and_foreign_demand {id: e6347})""""","[:especially_through]""""","(:containment_measures {id: e1593})"""""
"(:outlook_for_euro_area_growth {id: e6349})""""","[:in_addition_to_risks_related_to]""""","(:geopolitical_factors {id: e6350})"""""
"(:outlook_for_euro_area_growth {id: e6349})""""","[:in_addition_to_risks_related_to]""""","(:rising_protectionism {id: e6351})"""""
"(:outlook_for_euro_area_growth {id: e6349})""""","[:in_addition_to_risks_related_to]""""","(:vulnerabilities_in_emerging_markets {id: e6352})"""""
"(:outlook_for_euro_area_growth {id: e6349})""""","[:face_risks]""""","(:spread_of_the_coronavirus {id: e6343})"""""
"(:ECBs_Governing_Council {id: e6353})""""","[:RaisedTimes]""""","(:twice {id: e13672})"""""
"(:ECBs_Governing_Council {id: e6353})""""","[:decided]""""","(:recalibration_decision {id: e13763})"""""
"(:ECBs_Governing_Council {id: e6353})""""","[:decided_in_response_to]""""","(:policy_decisions {id: e6354})"""""
"(:ECBs_Governing_Council {id: e6353})""""","[:Raised]""""","(:key_policy_rates {id: e13663})"""""
"(:policy_decisions {id: e6354})""""","[:to_underpin]""""","(:transmission_of_monetary_policy {id: e5258})"""""
"(:policy_decisions {id: e6354})""""","[:to_preserve]""""","(:monetary_stance {id: e6355})"""""
"(:COVID_19_epidemic {id: e6357})""""","[:worsening_outlook_for]""""","(:global_economy {id: e5285})"""""
"(:Phase_1_trade_agreement {id: e6361})""""","[:between]""""","(:China {id: e207})"""""
"(:Phase_1_trade_agreement {id: e6361})""""","[:between]""""","(:United_States {id: e230})"""""
"(:Phase_1_trade_agreement {id: e6361})""""","[:accompanied_by]""""","(:tariffs {id: e6364})"""""
"(:Phase_1_trade_agreement {id: e6361})""""","[:reduced_uncertainty_before]""""","(:COVID_19_epidemic {id: e6357})"""""
"(:tariffs {id: e6364})""""","[:impacts_on]""""","(:consumer_prices {id: e7519})"""""
"(:tariffs {id: e6364})""""","[:reduced]""""","(:uncertainty {id: e751})"""""
"(:tariffs {id: e6364})""""","[:accompanied]""""","(:Phase_1_trade_agreement {id: e6361})"""""
"(:structural_transition {id: e6368})""""","[:in]""""","(:China {id: e207})"""""
"(:structural_transition {id: e6368})""""","[:will_weigh_on]""""","(:medium_term_outlook {id: e6585})"""""
"(:downside_risk {id: e6370})""""","[:relates_to]""""","(:COVID_19_outbreak {id: e6371})"""""
"(:downside_risk {id: e6370})""""","[:most_acute_at_the_moment]""""","(:COVID_19_outbreak {id: e6371})"""""
"(:downside_risk {id: e6370})""""","[:most_acute_for]""""","(:global_economic_activity {id: e1709})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:evidenced_by]""""","(:latest_survey_data {id: e6770})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:impact_on]""""","(:manufacturing_and_services {id: e14685})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:weigh_on]""""","(:global_manufacturing_sector {id: e6769})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:caused_increase_in]""""","(:supply_constraints {id: e2177})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:caused_increase_in]""""","(:rapidly_falling_demand {id: e14687})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:expected_to_delay]""""","(:global_trade_stabilisation {id: e6768})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:expected_to_dominate]""""","(:Chinas_economy {id: e6672})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:affected_relationship_between]""""","(:consumption_growth {id: e485})"""""
"(:COVID_19_outbreak {id: e6371})""""","[:affected_relationship_between]""""","(:consumer_confidence {id: e1775})"""""
"(:_11_March_2020 {id: e6374})""""","[:estimated_financing_cost_was]""""","(:_5_point_1percent {id: e563})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:partly_driven_by]""""","(:spillovers_from_the_United_States {id: e9101})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:changed]""""","(:rose {id: e3593})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:declined]""""","(:start_of_the_period {id: e6822})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:mirror]""""","(:US_counterparts {id: e21479})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:mirror]""""","(:UK_counterparts {id: e21480})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:stabilise_after_review_period]""""","(:beginning_of_the_review_period {id: e12748})"""""
"(:Euro_area_long_term_risk_free_rates {id: e6375})""""","[:decline_start_of_review_period]""""","(:beginning_of_the_review_period {id: e12748})"""""
"(:global_risk_aversion {id: e6378})""""","[:affected]""""","(:euro_area_equity_prices {id: e2275})"""""
"(:the_euro {id: e6382})""""","[:performed_in]""""","(:foreign_exchange_markets {id: e71})"""""
"(:the_euro {id: e6382})""""","[:performed_in]""""","(:trade_weighted_terms {id: e73})"""""
"(:the_euro {id: e6382})""""","[:appreciated]""""","(:_38_of_the_euro_areas_most_important_trading_partners {id: e6383})"""""
"(:the_euro {id: e6382})""""","[:remained_during]""""","(:review_period {id: e1801})"""""
"(:the_euro {id: e6382})""""","[:behaviour_during]""""","(:review_period {id: e1801})"""""
"(:investment_growth {id: e6391})""""","[:supported_by]""""","(:favourable_financing_conditions {id: e528})"""""
"(:investment_growth {id: e6391})""""","[:supported_by]""""","(:recovering_profits {id: e7032})"""""
"(:investment_growth {id: e6391})""""","[:supported_by]""""","(:corporate_liquidity_buffers {id: e7033})"""""
"(:investment_growth {id: e6391})""""","[:backdrop]""""","(:EU_funds_cycle {id: e6730})"""""
"(:investment_growth {id: e6391})""""","[:caused_weakness_in]""""","(:real_GDP_growth {id: e3611})"""""
"(:investment_growth {id: e6391})""""","[:affected_in]""""","(:central_and_eastern_European_countries {id: e6728})"""""
"(:Euro_area_fiscal_stance {id: e6395})""""","[:supports_growth_in]""""","(:Euro_area {id: e2428})"""""
"(:resumption_in_global_activity {id: e6396})""""","[:supports_growth_in]""""","(:Euro_area {id: e2428})"""""
"(:incoming_economic_data {id: e6397})""""","[:points_to]""""","(:growth_dynamics {id: e6399})"""""
"(:incoming_economic_data {id: e6397})""""","[:pointed_to]""""","(:euro_area {id: e375})"""""
"(:survey_information {id: e6398})""""","[:points_to]""""","(:growth_dynamics {id: e6399})"""""
"(:annual_real_GDP_increase_2022 {id: e6400})""""","[:has_value]""""","(:_1_point_4percent {id: e348})"""""
"(:annual_real_GDP_increase_2022 {id: e6400})""""","[:relevant_to]""""","(:euro_area {id: e375})"""""
"(:annual_real_GDP_increase_2022 {id: e6400})""""","[:predicted_by]""""","(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:for]""""","(:annual_real_GDP {id: e6941})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:compared_to]""""","(:December_2019_Eurosystem_staff_projections {id: e7073})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:made_in]""""","(:March_2020 {id: e1714})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:time_of_projection]""""","(:global_imports {id: e5322})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:time_of_projection]""""","(:euro_area_foreign_demand {id: e6785})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:expect_growth_of]""""","(:_0_point_8percent_in_2020 {id: e6942})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:expect_growth_of]""""","(:_1_point_3percent_in_2021 {id: e6943})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:expect_growth_of]""""","(:_1_point_4percent_in_2022 {id: e6944})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:has_oil_price_assumptions_lower_than]""""","(:December_2019_Eurosystem_staff_macroeconomic_projections {id: e6405})"""""
"(:March_2020_ECB_staff_macroeconomic_projections {id: e6401})""""","[:date_of_projection]""""","(:March_2020 {id: e1714})"""""
"(:March_2020_ECB_staff_macroeconomic_projections_revision_2020 {id: e6404})""""","[:compared_to]""""","(:December_2019_Eurosystem_staff_macroeconomic_projections {id: e6405})"""""
"(:March_2020_ECB_staff_macroeconomic_projections_revision_2020 {id: e6404})""""","[:has_revision_value]""""","(:_0_point_3_percentage_points {id: e4566})"""""
