n,r,m
euro area unemployment rate,previous low time period,July 2008
Purchasing Managers Index,related to,employment composite indicator
employment composite indicator,previous value,51 point 3
employment composite indicator,time period,February 2020
employment composite indicator,value,51 point 4
employment composite indicator,previous time period,fourth quarter of 2019
employment composite indicator,stability period from,January 2020
employment composite indicator,stability period to,February 2020
recent weakness,reflected by,calendar effects
calendar effects,in,December
calendar effects,impacted,inflation rates
spending,assumed to be,NGEU grants
spending,financed by,1 point 9percent of GDP
early 2020,caused drop in,energy commodity prices
volume of retail sales,increased by in,January 2020
volume of retail sales,decreased by in,December 2019
households financial situation,reflected by,consumer confidence
coronavirus measures,expected to impact,consumption
coronavirus measures,supports economy of,The United Kingdom
coronavirus measures,support economy of,The United Kingdom
trend in consumer spending,recorded around,turn of the year
construction confidence indicators,had trend,positive momentum
construction confidence indicators,associated with organization,European Commission
housing activity,contributor to,growth
positive momentum,during timeframe,fourth quarter of 2019
positive momentum,during timeframe,early 2020
positive momentum,associated with organization,European Commission
50 point 6,referencing period,fourth quarter of 2019
52 point 6,referencing period,February 2020
52 point 6,referencing period,January 2020
machinery and equipment investment,performance in,fourth quarter of 2019
machinery and equipment investment,slowdown in,2019
intangible investment,swings in,2019
non construction investment,time context,quarter on quarter terms
non construction investment,growth rate,fourth quarter of 2019
non construction investment,growth rate,6 point 3percent
non construction investment,increased by,fourth quarter of 2021
non construction investment,declined in,Spain
non construction investment,declined in,Germany
non construction investment,declined in,Netherlands
non construction investment,lower than,13percent
non construction investment,declined by,4 point 1percent
non construction investment,growth in,fourth quarter of 2021
non construction investment,country involved,Spain
non construction investment,country involved,the Netherlands
non construction investment,comparison to,pre pandemic level
non construction investment,surge by,7percent
non construction investment,declined by in,2 point 4percent
non construction investment,declined by in,France
non construction investment,declined by in,8 point 3percent
non construction investment,declined by in,Italy
non construction investment,declined by in,6 point 6percent
non construction investment,declined by in,9 point 3percent
non construction investment,was mostly due to,transport
non construction investment,was mostly due to,intangible assets
non construction investment,was mostly due to,other machinery and equipment
intellectual property products,compared to,last quarter of 2020
intellectual property products,excluded from,business investment growth
intellectual property products,also known as,IPPs
intellectual property products,recorded as,gross fixed capital formation
intellectual property products,investment growth rate,investment growth
intellectual property products,rise related to,Ireland
intellectual property products,concern country,Ireland
intellectual property products,concern country,the Netherlands
export order books,timeframe,early 2020
export order books,assessment in,capital goods sector
production expectations,in,capital goods sector
production expectations,suggests,investment
production expectations,points to,contraction
production expectations,timeframe,early 2020
production expectations,timing,April
production expectations,assessment in,capital goods sector
production expectations,declined in quarter,second quarter
Economic Sentiment Indicator ESI,increased from,fourth quarter of 2019
Economic Sentiment Indicator ESI,remained below,historical averages
manufacturing uncertainty,edged down in,January
earnings expectations of listed companies,halted in,February
extra euro area goods exports,impacted by,coronavirus outbreak
extra euro area goods exports,recovered in,fourth quarter of 2019
extra euro area goods exports,increase in fourth quarter,1 point 3percent
extra euro area goods exports,cause of decline,weakening global foreign demand
extra euro area goods exports,reversed in,first quarter of 2020
rest of Asia,region recovered to,fourth quarter of 2019
Baltic Dry Index,reversed significantly in release,new euro area export orders
euro area industrial production,declined in,March 2020
first two months of 2020,has a PMI average higher than,fourth quarter of 2019
European Commissions ESI,stands above,average ESI index
European Commissions ESI,indicated increase in,February 2020
average ESI index,for time period,2020
average ESI index,for time period,fourth quarter of 2019
average ESI index,has value,103 point 0
average ESI index,stands above,100 point 6
supplier delivery times,compared with,first quarter of 2021
supplier delivery times,indicated constraints on,euro area activity
supplier delivery times,rose markedly in,April and May
euro area activity,indicated by,second quarter of 2021
euro area activity,stagnated in,fourth quarter of 2022
virus outbreak,causes increase in,uncertainty
virus outbreak,causes increase in,financial market volatility
virus outbreak,could lead to,supply chain disruptions
virus outbreak,following outbreak in,Europe
March 2020 ECB staff,projects,2020 annual real GDP increase
2020 annual real GDP increase,increase peformance,annual real GDP increase
annual real GDP growth outlook,revision compared to,December 2019 Eurosystem staff macroeconomic projections
annual real GDP growth outlook,revised by for 2021,0 point 1 percentage points
annual real GDP growth outlook,revised by for 2020,0 point 3 percentage points
revision,affects,schedule
revision,reason,coronavirus outbreak
euro area growth outlook,risk factor,coronavirus outbreak
euro area growth outlook,risk,spread of the coronavirus
euro area growth outlook,related risks,geopolitical factors
euro area growth outlook,related risks,rising protectionism
euro area growth outlook,related risks,vulnerabilities in emerging markets
euro area growth outlook,considered to have,risks
